status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group,amount_group
کمتر از ۰ مارک,24,همه پرداخت شده,لوازم خانگی,2483,A63,۱-۴ سال,4,مرد مجرد,A101,4,A121,22,A142,A152,1,کارگر ماهر,1,A192,A201,1,25-18,5000-2000
کمتر از ۰ مارک,39,وضعیت بحرانی/سایر,لوازم خانگی,14179,A65,۴-۷ سال,4,مرد مجرد,A101,4,A122,30,A143,A152,2,مدیر/خویش فرما,1,A192,A201,1,35-26,بیشتر از 10000
کمتر از ۰ مارک,13,وضعیت بحرانی/سایر,کسب و کار,1797,A61,کمتر از ۱ سال,3,مرد مجرد,A101,1,A122,28,A141,A152,2,کارگر ساده,1,A191,A201,1,35-26,2000-1000
کمتر از ۰ مارک,15,وام های موجود پرداخت شده,خودرو (نو),2511,A61,بیکار,1,زن مطلقه/جدا شده/متاهل,A101,4,A123,23,A143,A151,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),1274,A61,کمتر از ۱ سال,3,زن مطلقه/جدا شده/متاهل,A101,1,A121,37,A143,A152,1,کارگر ساده,1,A191,A201,0,45-36,2000-1000
بدون حساب جاری,21,وام های موجود پرداخت شده,خودرو (کارکرده),5248,A65,۱-۴ سال,1,مرد مجرد,A101,3,A123,26,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,10000-5000
بدون حساب جاری,15,وام های موجود پرداخت شده,خودرو (کارکرده),3029,A61,۴-۷ سال,2,مرد مجرد,A101,2,A123,33,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,6,وام های موجود پرداخت شده,لوازم خانگی,428,A61,بیشتر از ۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,1,A122,49,A141,A152,1,کارگر ماهر,1,A192,A201,1,55-46,کمتر از 1000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,خودرو (نو),976,A61,کمتر از ۱ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A123,23,A143,A152,1,کارگر ساده,1,A191,A201,0,25-18,کمتر از 1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,کسب و کار,841,A62,۴-۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A121,23,A143,A151,1,کارگر ساده,1,A191,A201,1,25-18,کمتر از 1000
بدون حساب جاری,30,وضعیت بحرانی/سایر,رادیو/تلویزیون,5771,A61,۴-۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A123,25,A143,A152,2,کارگر ماهر,1,A191,A201,1,25-18,10000-5000
بدون حساب جاری,12,تاخیر پرداخت شده,تعمیرات,1555,A64,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A124,55,A143,A153,2,کارگر ماهر,2,A191,A201,0,55-46,2000-1000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,خودرو (نو),1285,A65,۴-۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A124,32,A143,A151,1,کارگر ماهر,1,A191,A201,0,35-26,2000-1000
بیشتر از ۲۰۰ مارک,6,وضعیت بحرانی/سایر,خودرو (نو),1299,A61,۱-۴ سال,1,مرد مجرد,A101,1,A121,74,A143,A152,3,بیکار,2,A191,A202,1,75+,2000-1000
بیشتر از ۲۰۰ مارک,15,وضعیت بحرانی/سایر,رادیو/تلویزیون,1271,A65,۱-۴ سال,3,مرد مجرد,A101,4,A124,39,A143,A153,2,کارگر ماهر,1,A192,A201,0,45-36,2000-1000
بدون حساب جاری,24,وام های موجود پرداخت شده,خودرو (نو),1393,A61,۱-۴ سال,2,مرد مجرد,A103,2,A121,31,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
کمتر از ۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),691,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,3,A122,35,A143,A152,2,کارگر ماهر,1,A191,A201,0,35-26,کمتر از 1000
بدون حساب جاری,15,وضعیت بحرانی/سایر,خودرو (نو),5045,A65,بیشتر از ۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A123,59,A143,A152,1,کارگر ماهر,1,A192,A201,1,65-56,10000-5000
کمتر از ۰ مارک,18,وضعیت بحرانی/سایر,لوازم خانگی,2124,A61,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A121,24,A143,A151,2,کارگر ماهر,1,A191,A201,0,25-18,5000-2000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,2214,A61,۱-۴ سال,4,مرد مجرد,A101,3,A122,24,A143,A152,1,کارگر ساده,1,A191,A201,1,25-18,5000-2000
بدون حساب جاری,21,وضعیت بحرانی/سایر,خودرو (نو),12680,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A124,30,A143,A153,1,مدیر/خویش فرما,1,A192,A201,0,35-26,بیشتر از 10000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (نو),2463,A62,۴-۷ سال,4,مرد متاهل/بیوه,A101,3,A122,27,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1155,A61,بیشتر از ۷ سال,3,مرد متاهل/بیوه,A103,3,A121,40,A141,A152,2,کارگر ساده,1,A191,A201,1,45-36,2000-1000
کمتر از ۰ مارک,30,وام های موجود پرداخت شده,لوازم خانگی,3108,A61,کمتر از ۱ سال,2,مرد مطلقه/جدا شده,A101,4,A122,31,A143,A152,1,کارگر ساده,1,A191,A201,0,35-26,5000-2000
بدون حساب جاری,10,وام های موجود پرداخت شده,خودرو (کارکرده),2901,A65,کمتر از ۱ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A121,31,A143,A151,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,12,وضعیت بحرانی/سایر,لوازم خانگی,3617,A61,بیشتر از ۷ سال,1,مرد مجرد,A101,4,A123,28,A143,A151,3,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,12,وضعیت بحرانی/سایر,رادیو/تلویزیون,1655,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,4,A121,63,A143,A152,2,کارگر ساده,1,A192,A201,1,65-56,2000-1000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,خودرو (کارکرده),2812,A65,بیشتر از ۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A121,26,A143,A151,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,36,وضعیت بحرانی/سایر,آموزش,8065,A61,۱-۴ سال,3,زن مطلقه/جدا شده/متاهل,A101,2,A124,25,A143,A152,2,مدیر/خویش فرما,1,A192,A201,0,25-18,10000-5000
بدون حساب جاری,21,وضعیت بحرانی/سایر,خودرو (کارکرده),3275,A61,بیشتر از ۷ سال,1,مرد مجرد,A101,4,A123,36,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,45-36,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,رادیو/تلویزیون,2223,A62,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A122,52,A141,A152,2,کارگر ماهر,1,A191,A201,1,55-46,5000-2000
بیشتر از ۲۰۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),1480,A63,بیکار,2,مرد مجرد,A101,4,A124,66,A141,A153,3,بیکار,1,A191,A201,1,75+,2000-1000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,خودرو (نو),1371,A65,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A121,25,A143,A151,1,کارگر ماهر,1,A191,A201,0,25-18,2000-1000
بدون حساب جاری,36,وضعیت بحرانی/سایر,خودرو (نو),3535,A61,۴-۷ سال,4,مرد مجرد,A101,4,A123,37,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,رادیو/تلویزیون,3509,A61,۴-۷ سال,4,زن مطلقه/جدا شده/متاهل,A103,1,A121,25,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
بدون حساب جاری,36,وضعیت بحرانی/سایر,خودرو (کارکرده),5711,A64,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A123,38,A143,A152,2,مدیر/خویش فرما,1,A192,A201,1,45-36,10000-5000
۰-۲۰۰ مارک,18,وام های موجود پرداخت شده,تعمیرات,3872,A61,بیکار,2,زن مطلقه/جدا شده/متاهل,A101,4,A123,67,A143,A152,1,کارگر ماهر,1,A192,A201,1,75+,5000-2000
۰-۲۰۰ مارک,39,وضعیت بحرانی/سایر,رادیو/تلویزیون,4933,A61,۴-۷ سال,2,مرد مجرد,A103,2,A121,25,A143,A152,2,کارگر ماهر,1,A191,A201,0,25-18,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (نو),1940,A64,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A121,60,A143,A152,1,کارگر ماهر,1,A192,A201,1,65-56,2000-1000
۰-۲۰۰ مارک,12,بدون وام/همه پرداخت شده,آموزش مجدد,1410,A61,۱-۴ سال,2,مرد مجرد,A101,2,A121,31,A143,A152,1,کارگر ساده,1,A192,A201,1,35-26,2000-1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),836,A62,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A122,23,A141,A152,1,کارگر ساده,1,A191,A201,0,25-18,کمتر از 1000
۰-۲۰۰ مارک,20,وام های موجود پرداخت شده,خودرو (کارکرده),6468,A65,بیکار,1,مرد مطلقه/جدا شده,A101,4,A121,60,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,65-56,10000-5000
۰-۲۰۰ مارک,18,وام های موجود پرداخت شده,کسب و کار,1941,A64,۱-۴ سال,4,مرد مجرد,A101,2,A122,35,A143,A152,1,کارگر ساده,1,A192,A201,1,35-26,2000-1000
بدون حساب جاری,22,وام های موجود پرداخت شده,رادیو/تلویزیون,2675,A63,بیشتر از ۷ سال,3,مرد مجرد,A101,4,A123,40,A143,A152,1,کارگر ماهر,1,A191,A201,1,45-36,5000-2000
بدون حساب جاری,48,وضعیت بحرانی/سایر,خودرو (کارکرده),2751,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,3,A123,38,A143,A152,2,کارگر ماهر,2,A192,A201,1,45-36,5000-2000
۰-۲۰۰ مارک,48,تاخیر پرداخت شده,آموزش,6224,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A124,50,A143,A153,1,کارگر ماهر,1,A191,A201,0,55-46,10000-5000
کمتر از ۰ مارک,40,وضعیت بحرانی/سایر,آموزش,5998,A61,۱-۴ سال,4,مرد مجرد,A101,3,A124,27,A141,A152,1,کارگر ماهر,1,A192,A201,0,35-26,10000-5000
۰-۲۰۰ مارک,21,وام های موجود پرداخت شده,کسب و کار,1188,A61,بیشتر از ۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A122,39,A143,A152,1,کارگر ماهر,2,A191,A201,0,45-36,2000-1000
بدون حساب جاری,24,وام های موجود پرداخت شده,خودرو (کارکرده),6313,A65,بیشتر از ۷ سال,3,مرد مجرد,A101,4,A123,41,A143,A152,1,مدیر/خویش فرما,2,A192,A201,1,45-36,10000-5000
بدون حساب جاری,6,وضعیت بحرانی/سایر,لوازم خانگی,1221,A65,۱-۴ سال,1,مرد متاهل/بیوه,A101,2,A122,27,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بیشتر از ۲۰۰ مارک,24,وام های موجود پرداخت شده,لوازم خانگی,2892,A61,بیشتر از ۷ سال,3,مرد مطلقه/جدا شده,A101,4,A124,51,A143,A153,1,کارگر ماهر,1,A191,A201,1,55-46,5000-2000
بدون حساب جاری,24,وام های موجود پرداخت شده,لوازم خانگی,3062,A63,بیشتر از ۷ سال,4,مرد مجرد,A101,3,A124,32,A143,A151,1,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,9,وام های موجود پرداخت شده,لوازم خانگی,2301,A62,کمتر از ۱ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A122,22,A143,A151,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,خودرو (کارکرده),7511,A65,بیشتر از ۷ سال,1,مرد مجرد,A101,4,A122,51,A143,A153,1,کارگر ماهر,2,A192,A201,0,55-46,10000-5000
بدون حساب جاری,12,وضعیت بحرانی/سایر,لوازم خانگی,1258,A61,کمتر از ۱ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A122,22,A143,A151,2,کارگر ساده,1,A191,A201,1,25-18,2000-1000
بدون حساب جاری,24,تاخیر پرداخت شده,خودرو (نو),717,A65,بیشتر از ۷ سال,4,مرد متاهل/بیوه,A101,4,A123,54,A143,A152,2,کارگر ماهر,1,A192,A201,1,55-46,کمتر از 1000
۰-۲۰۰ مارک,9,وام های موجود پرداخت شده,خودرو (نو),1549,A65,کمتر از ۱ سال,4,مرد مجرد,A101,2,A121,35,A143,A152,1,بیکار,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,آموزش,1597,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A124,54,A143,A153,2,کارگر ماهر,2,A191,A201,1,55-46,2000-1000
۰-۲۰۰ مارک,18,وضعیت بحرانی/سایر,رادیو/تلویزیون,1795,A61,بیشتر از ۷ سال,3,زن مطلقه/جدا شده/متاهل,A103,4,A121,48,A141,A151,2,کارگر ساده,1,A192,A201,1,55-46,2000-1000
کمتر از ۰ مارک,20,وضعیت بحرانی/سایر,لوازم خانگی,4272,A61,بیشتر از ۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A122,24,A143,A152,2,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
بدون حساب جاری,12,وضعیت بحرانی/سایر,رادیو/تلویزیون,976,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,35,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,کمتر از 1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),7472,A65,بیکار,1,زن مطلقه/جدا شده/متاهل,A101,2,A121,24,A143,A151,1,بیکار,1,A191,A201,1,25-18,10000-5000
کمتر از ۰ مارک,36,وام های موجود پرداخت شده,خودرو (نو),9271,A61,۴-۷ سال,2,مرد مجرد,A101,1,A123,24,A143,A152,1,کارگر ماهر,1,A192,A201,0,25-18,10000-5000
۰-۲۰۰ مارک,6,وام های موجود پرداخت شده,رادیو/تلویزیون,590,A61,کمتر از ۱ سال,3,مرد متاهل/بیوه,A101,3,A121,26,A143,A152,1,کارگر ساده,1,A191,A202,1,35-26,کمتر از 1000
بدون حساب جاری,12,وضعیت بحرانی/سایر,رادیو/تلویزیون,930,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A121,65,A143,A152,4,کارگر ماهر,1,A191,A201,1,65-56,کمتر از 1000
۰-۲۰۰ مارک,42,همه پرداخت شده,خودرو (کارکرده),9283,A61,بیکار,1,مرد مجرد,A101,2,A124,55,A141,A153,1,مدیر/خویش فرما,1,A192,A201,1,55-46,10000-5000
۰-۲۰۰ مارک,15,بدون وام/همه پرداخت شده,خودرو (نو),1778,A61,کمتر از ۱ سال,2,زن مطلقه/جدا شده/متاهل,A101,1,A121,26,A143,A151,2,بیکار,1,A191,A201,0,35-26,2000-1000
۰-۲۰۰ مارک,8,وام های موجود پرداخت شده,کسب و کار,907,A61,کمتر از ۱ سال,3,مرد متاهل/بیوه,A101,2,A121,26,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,کمتر از 1000
۰-۲۰۰ مارک,6,وام های موجود پرداخت شده,رادیو/تلویزیون,484,A61,۴-۷ سال,3,مرد متاهل/بیوه,A103,3,A121,28,A141,A152,1,کارگر ساده,1,A191,A201,1,35-26,کمتر از 1000
کمتر از ۰ مارک,36,وضعیت بحرانی/سایر,خودرو (کارکرده),9629,A61,۴-۷ سال,4,مرد مجرد,A101,4,A123,24,A143,A152,2,کارگر ماهر,1,A192,A201,0,25-18,10000-5000
کمتر از ۰ مارک,48,وام های موجود پرداخت شده,وسایل خانه,3051,A61,۱-۴ سال,3,مرد مجرد,A101,4,A123,54,A143,A152,1,کارگر ماهر,1,A191,A201,0,55-46,5000-2000
کمتر از ۰ مارک,48,وام های موجود پرداخت شده,خودرو (نو),3931,A61,۴-۷ سال,4,مرد مجرد,A101,4,A124,46,A143,A153,1,کارگر ماهر,2,A191,A201,0,55-46,5000-2000
۰-۲۰۰ مارک,36,تاخیر پرداخت شده,خودرو (نو),7432,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,2,A122,54,A143,A151,1,کارگر ماهر,1,A191,A201,1,55-46,10000-5000
بدون حساب جاری,6,وام های موجود پرداخت شده,وسایل خانه,1338,A63,۱-۴ سال,1,مرد مطلقه/جدا شده,A101,4,A121,62,A143,A152,1,کارگر ماهر,1,A191,A201,1,65-56,2000-1000
بدون حساب جاری,6,وضعیت بحرانی/سایر,رادیو/تلویزیون,1554,A61,۴-۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A123,24,A143,A151,2,کارگر ماهر,1,A192,A201,1,25-18,2000-1000
کمتر از ۰ مارک,36,وام های موجود پرداخت شده,سایر,15857,A61,بیکار,2,مرد مطلقه/جدا شده,A102,3,A123,43,A143,A152,1,مدیر/خویش فرما,1,A191,A201,1,45-36,بیشتر از 10000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,رادیو/تلویزیون,1345,A61,۱-۴ سال,4,مرد متاهل/بیوه,A101,3,A121,26,A141,A152,1,کارگر ماهر,1,A191,A201,0,35-26,2000-1000
بدون حساب جاری,12,وام های موجود پرداخت شده,خودرو (نو),1101,A61,۱-۴ سال,3,مرد متاهل/بیوه,A101,2,A121,27,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
بیشتر از ۲۰۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,3016,A61,۱-۴ سال,3,مرد متاهل/بیوه,A101,1,A123,24,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
کمتر از ۰ مارک,36,وام های موجود پرداخت شده,لوازم خانگی,2712,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,2,A122,41,A141,A152,1,کارگر ماهر,2,A191,A201,0,45-36,5000-2000
کمتر از ۰ مارک,8,وضعیت بحرانی/سایر,خودرو (نو),731,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A121,47,A143,A152,2,کارگر ساده,1,A191,A201,1,55-46,کمتر از 1000
بدون حساب جاری,18,وضعیت بحرانی/سایر,لوازم خانگی,3780,A61,کمتر از ۱ سال,3,مرد مطلقه/جدا شده,A101,2,A123,35,A143,A152,2,مدیر/خویش فرما,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,21,وضعیت بحرانی/سایر,خودرو (نو),1602,A61,بیشتر از ۷ سال,4,مرد متاهل/بیوه,A101,3,A123,30,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
کمتر از ۰ مارک,18,وضعیت بحرانی/سایر,خودرو (نو),3966,A61,بیشتر از ۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A121,33,A141,A151,3,کارگر ماهر,1,A192,A201,0,35-26,5000-2000
بدون حساب جاری,18,بدون وام/همه پرداخت شده,کسب و کار,4165,A61,۱-۴ سال,2,مرد مجرد,A101,2,A123,36,A142,A152,2,کارگر ماهر,2,A191,A201,0,45-36,5000-2000
کمتر از ۰ مارک,36,وام های موجود پرداخت شده,خودرو (کارکرده),8335,A65,بیشتر از ۷ سال,3,مرد مجرد,A101,4,A124,47,A143,A153,1,کارگر ماهر,1,A191,A201,0,55-46,10000-5000
۰-۲۰۰ مارک,48,تاخیر پرداخت شده,کسب و کار,6681,A65,۱-۴ سال,4,مرد مجرد,A101,4,A124,38,A143,A153,1,کارگر ماهر,2,A192,A201,1,45-36,10000-5000
بدون حساب جاری,24,تاخیر پرداخت شده,کسب و کار,2375,A63,۱-۴ سال,4,مرد مجرد,A101,2,A123,44,A143,A152,2,کارگر ماهر,2,A192,A201,1,45-36,5000-2000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,خودرو (نو),1216,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,3,A123,23,A143,A151,1,کارگر ماهر,1,A192,A201,0,25-18,2000-1000
کمتر از ۰ مارک,45,بدون وام/همه پرداخت شده,کسب و کار,11816,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,4,A123,29,A143,A151,2,کارگر ماهر,1,A191,A201,0,35-26,بیشتر از 10000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,رادیو/تلویزیون,5084,A65,بیشتر از ۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A123,42,A143,A152,1,کارگر ماهر,1,A192,A201,1,45-36,10000-5000
بیشتر از ۲۰۰ مارک,15,وام های موجود پرداخت شده,رادیو/تلویزیون,2327,A61,کمتر از ۱ سال,2,زن مطلقه/جدا شده/متاهل,A101,3,A121,25,A143,A152,1,کارگر ساده,1,A191,A201,0,25-18,5000-2000
کمتر از ۰ مارک,12,بدون وام/همه پرداخت شده,خودرو (نو),1082,A61,۱-۴ سال,4,مرد مجرد,A101,4,A123,48,A141,A152,2,کارگر ماهر,1,A191,A201,0,55-46,2000-1000
بدون حساب جاری,12,وام های موجود پرداخت شده,رادیو/تلویزیون,886,A65,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A123,21,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,کمتر از 1000
بدون حساب جاری,4,وام های موجود پرداخت شده,لوازم خانگی,601,A61,کمتر از ۱ سال,1,زن مطلقه/جدا شده/متاهل,A101,3,A121,23,A143,A151,1,کارگر ساده,2,A191,A201,1,25-18,کمتر از 1000
کمتر از ۰ مارک,24,وضعیت بحرانی/سایر,خودرو (کارکرده),2957,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A122,63,A143,A152,2,کارگر ماهر,1,A192,A201,1,65-56,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,رادیو/تلویزیون,2611,A61,بیشتر از ۷ سال,4,مرد متاهل/بیوه,A102,3,A121,46,A143,A152,2,کارگر ماهر,1,A191,A201,1,55-46,5000-2000
کمتر از ۰ مارک,36,وام های موجود پرداخت شده,لوازم خانگی,5179,A61,۴-۷ سال,4,مرد مجرد,A101,2,A122,29,A143,A152,1,کارگر ماهر,1,A191,A201,0,35-26,10000-5000
بدون حساب جاری,21,تاخیر پرداخت شده,خودرو (کارکرده),2993,A61,۱-۴ سال,3,مرد مجرد,A101,2,A121,28,A142,A152,2,کارگر ساده,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,18,وام های موجود پرداخت شده,تعمیرات,1943,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A121,23,A143,A152,1,کارگر ماهر,1,A191,A201,0,25-18,2000-1000
بدون حساب جاری,24,همه پرداخت شده,کسب و کار,1559,A61,۴-۷ سال,4,مرد مجرد,A101,4,A123,50,A141,A152,1,کارگر ماهر,1,A192,A201,1,55-46,2000-1000
بدون حساب جاری,18,وام های موجود پرداخت شده,لوازم خانگی,3422,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A122,47,A141,A152,3,کارگر ماهر,2,A192,A201,1,55-46,5000-2000
۰-۲۰۰ مارک,21,وام های موجود پرداخت شده,لوازم خانگی,3976,A65,۴-۷ سال,2,مرد مجرد,A101,3,A123,35,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,18,وام های موجود پرداخت شده,خودرو (نو),6761,A65,۱-۴ سال,2,مرد مجرد,A101,4,A123,68,A143,A151,2,کارگر ماهر,1,A191,A201,0,75+,10000-5000
بدون حساب جاری,24,وام های موجود پرداخت شده,خودرو (نو),1249,A61,کمتر از ۱ سال,4,مرد متاهل/بیوه,A101,2,A121,28,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
کمتر از ۰ مارک,9,وام های موجود پرداخت شده,رادیو/تلویزیون,1364,A61,۴-۷ سال,3,مرد مجرد,A101,4,A121,59,A143,A152,1,کارگر ماهر,1,A191,A201,1,65-56,2000-1000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,709,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A121,57,A142,A152,1,کارگر ساده,1,A191,A201,0,65-56,کمتر از 1000
کمتر از ۰ مارک,20,وضعیت بحرانی/سایر,خودرو (نو),2235,A61,۱-۴ سال,4,مرد متاهل/بیوه,A103,2,A122,33,A141,A151,2,کارگر ماهر,1,A191,A202,0,35-26,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (کارکرده),4042,A65,۴-۷ سال,3,مرد مجرد,A101,4,A122,43,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
بدون حساب جاری,15,وضعیت بحرانی/سایر,رادیو/تلویزیون,1471,A61,۱-۴ سال,4,مرد مجرد,A101,4,A124,35,A143,A153,2,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
کمتر از ۰ مارک,18,همه پرداخت شده,خودرو (نو),1442,A61,۴-۷ سال,4,مرد مجرد,A101,4,A124,32,A143,A153,2,کارگر ساده,2,A191,A201,0,35-26,2000-1000
بدون حساب جاری,36,تاخیر پرداخت شده,خودرو (نو),10875,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,2,A123,45,A143,A152,2,کارگر ماهر,2,A192,A201,1,45-36,بیشتر از 10000
بدون حساب جاری,24,وام های موجود پرداخت شده,خودرو (نو),1474,A62,کمتر از ۱ سال,4,مرد متاهل/بیوه,A101,3,A121,33,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
بدون حساب جاری,10,وام های موجود پرداخت شده,آموزش مجدد,894,A65,۴-۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,3,A122,40,A143,A152,1,کارگر ماهر,1,A192,A201,1,45-36,کمتر از 1000
بدون حساب جاری,15,وضعیت بحرانی/سایر,لوازم خانگی,3343,A61,۱-۴ سال,4,مرد مجرد,A101,2,A124,28,A143,A153,1,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,15,وام های موجود پرداخت شده,خودرو (نو),3959,A61,۱-۴ سال,3,زن مطلقه/جدا شده/متاهل,A101,2,A122,29,A143,A152,1,کارگر ماهر,1,A192,A201,0,35-26,5000-2000
بدون حساب جاری,9,وام های موجود پرداخت شده,خودرو (نو),3577,A62,۱-۴ سال,1,مرد مجرد,A103,2,A121,26,A143,A151,1,کارگر ماهر,2,A191,A202,1,35-26,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (کارکرده),5804,A64,۱-۴ سال,4,مرد مجرد,A101,2,A121,27,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,10000-5000
بدون حساب جاری,18,تاخیر پرداخت شده,کسب و کار,2169,A61,۱-۴ سال,4,مرد متاهل/بیوه,A101,2,A123,28,A143,A152,1,کارگر ماهر,1,A192,A201,0,35-26,5000-2000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,رادیو/تلویزیون,2439,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A121,35,A143,A152,1,کارگر ماهر,1,A192,A201,0,35-26,5000-2000
